recipe_id,ingredients,
2216,"½ cucumber, halved, deseeded, coarsely grated and squeezed of excess water",
2216,"a few mint leaves, chopped",
2217,"225g cold butter, diced",
2217,350g plain flour,
2217,100g golden caster sugar,
2217,280g mincemeat,
2217,1 small egg,
2217,"icing sugar, to dust",
2218,"8 spring onions, sliced",
2218,"2 tbsp butter, or reserved roasting fat (see related pie recipe)",
2218,650g frozen pea,
2218,2 Little Gem lettuces,
2219,6 oranges (or use 600ml juice from a carton),
2219,"½ lemon, sliced",
2219,300ml bitter lemon,
2220,"500g bag baby new potato, halved",
2220,2 tsp olive oil,
2220,150g pack smoked bacon lardon,
2220,"whole piece skinless salmon fillet, about 700g/1lb 9oz",
2220,"200g frozen pea, defrosted",
2220,"4 spring onions, sliced",
2220,splash white wine vinegar,
2220,"small handful mint, chopped",
2221,500g leaf spinach,
2221,"butter, for greasing",
2221,"about 500g (2 fillets) smoked haddock, skinned and cut into 4 portions",
2221,12 cherry tomatoes,
2221,200ml double cream or crème fraîche,
2221,juice ½ lemon,
2221,"100g cheddar cheese, grated",
2221,"2 spring onions, sliced",
2221,small grating nutmeg,
2221,handful dried breadcrumbs,
2222,"1 tbsp each ground cumin, paprika and turmeric",
2222,1 tsp hot chilli powder,
2222,"2 large red onions, roughly chopped",
2222,3 garlic cloves,
2222,"thumb-sized piece ginger, roughly chopped",
2222,200ml/ 7fl oz olive oil,
2222,200ml/ 7fl oz lemon juice (about 4 lemons),
2222,1 tbsp honey,
2222,"large handful flat-leaf parsley, roughly chopped",
2222,"large handful coriander, roughly chopped",
2222,6 lamb shanks or a 1kg/2lb 4oz piece lamb or mutton shoulder (if using shoulder ask the butcher to cut it into 10cm chunks on the bone),
2222,4 tbsp olive oil,
2222,"2 carrots, sliced",
2222,"2 red onions, sliced",
2222,12 dried prunes,
2222,1 tbsp honey,
2222,juice ½ lemon,
2222,8 merguez sausages (optional),
2222,"2 preserved lemons, homemade (see recipe below) or bought, pulp scooped out, rinsed and finely sliced",
2222,"2 mint sprigs, to serve",
2222,"harissa, to serve (see recipe below)",
2223,"750g ripe strawberry, plus extra to serve",
2223,"50g caster sugar, plus extra to taste (optional)",
2223,250-300ml/9-11fl oz Pimm's,
2223,4 sheets leaf gelatine,
2223,lemon juice (optional),
2223,"whipped cream and shortbread, to serve",
2224,1kg caster sugar,
2224,"2 unwaxed organic lemons, halved, plus a strip of peel",
2224,"1 vanilla pod, seeds reserved",
2224,1 tbsp citric acid powder or vitamin C powder,
2224,"about 40 fresh elderflowers, shaken free of bugs, lightly rinsed",
2225,4 x 500g packs pork spare ribs,
2225,"1 bunch of spring onions, roughly chopped (green stems and all)",
2225,"1 Scotch bonnet chilli, seeded and finely chopped",
2225,"4 garlic cloves, roughly chopped",
2225,6 tbsp Appleton rum,
2225,6 tbsp demerara sugar,
2225,6 tbsp dark soy sauce,
2225,6 tbsp clear honey,
2225,6 tsp Dijon mustard,
2225,1 tsp ground allspice,
2226,"4 sweet potatoes, unpeeled and cut into chunky chips",
2226,1 tbsp olive oil,
2226,400-500g extra lean minced pork or beef,
2226,2 tbsp Thai red curry paste,
2226,"6 spring onions, chopped",
2226,"small bunch coriander, chopped",
2226,"200g pineapple chunks, diced",
2226,juice ½ lime,
2226,"1 red chilli, deseeded and finely chopped",
2226,"2 tbsp sweet chilli sauce, plus extra for dipping chips",
2226,1 Little Gem lettuce,
2226,"4 buns, toasted",
2227,100g smooth peanut butter,
2227,2 tbsp Frangelico (hazelnut liqueur),
2227,75ml double cream,
2227,250g caster sugar,
2227,"4 eggs, 2 left whole and 2 separated",
2227,"175g whipping cream, semi-whipped",
2227,"500g cherry, stoned",
2227,100g granulated sugar,
2227,1 tbsp Armagnac or brandy,
2227,squeeze lemon juice,
2228,3 large eggs,
2228,200g natural yogurt,
2228,2 tsp vanilla extract,
2228,250g caster sugar,
2228,280g self-raising flour,
2228,140g ground almond,
2228,"250g pack butter, softened",
2228,"250g pack butter, softened",
2228,"300g icing sugar, sifted, plus extra for rolling",
2228,"500g pack ready-to-roll icing, for the tops",
2228,few different food colourings,
2228,extra icing and decorations of your choice (see method section for ideas),
2229,450ml milk,
2229,4 large eggs,
2229,250g plain flour,
2229,2 tbsp sunflower or vegetable oil,
2230,2 egg yolks,
2230,"zest and juice ½ lemon, plus extra wedges to serve",
2230,"1 garlic clove, crushed",
2230,"250ml/ 9fl oz olive oil, plus extra for drizzling",
2230,500g/ 1lb 2oz Jersey Royal potato,
2230,"500g/ 1lb 2oz asparagus, trimmed",
2230,"small bunch chives, snipped",
2230,3 tbsp extra-virgin olive oil,
2230,"3 thyme sprigs, leaves picked",
2230,"2 garlic cloves, thinly sliced",
2230,4 x 140g/5oz sea bass fillets,
2231,600g bulgur wheat,
2231,140g sultana,
2231,1l hot vegetable or chicken stock,
2231,"4 medium carrots, coarsely grated",
2231,100g pumpkin seed,
2231,"100g toasted hazelnut, chopped",
2231,juice 1 large lemon,
2231,5 tbsp rapeseed oil,
2232,1 tsp turmeric powder,
2232,2 tsp coriander seed,
2232,2 tsp mustard seed,
2232,1 tbsp ground cumin seeds,
2232,1 tsp ground fenugreek,
2232,½ tsp black peppercorns,
2232,juice 2 lemons,
2232,"5 garlic cloves, crushed",
2232,"100g ginger, grated",
2232,250ml coconut milk,
2232,"2 red chillies, deseeded and chopped",
2232,"8 pieces of chicken, bone in and skin on, or 1 whole chicken jointed",
2232,a few coriander sprigs,
2233,"1kg mix of vegetables including aubergine, carrot, okra, plantain, potato and squash, prepared appropriately and cut into chunks",
2233,2 tsp turmeric,
2233,"5 small green chillies, 4 chopped, 1 left whole but split lengthways",
2233,1 tsp ground cumin,
2233,1 tsp ground coriander,
2233,200g/7oz freshly grated coconut (see step-by-step prep guide),
2233,"1 small onion, chopped",
2233,10 curry leaves,
2233,150ml plain yogurt,
2234,350g farfalle,
2234,200g tub light soft cheese,
2234,squeeze lemon juice,
2234,"145g pack gravadlax, torn into pieces, or smoked salmon trimmings",
2234,"bunch chives, snipped",
2235,"1 large head cauliflower, broken into florets (about 1kg in total)",
2235,"2 garlic cloves, crushed",
2235,2 tsp each caraway and cumin seed,
2235,3 tbsp olive oil,
2235,"400g can chickpea, drained and rinsed",
2235,100g pine nut,
2235,"small bunch each parsley and dill, leaves torn",
2236,"400g fresh pea, podded",
2236,"1 shallot, finely chopped",
2236,"juice 1 lemon, plus wedges to serve",
2236,3 tbsp olive oil,
2236,"4 medium squid, cleaned (ask your fishmonger to do this) and cut into 5cm strips, leaving tentacles whole",
2236,"50g butter, softened",
2236,100g samphire,
2236,85g bag watercress,
2236,1 tsp chopped flat-leaf parsley,
2237,"2 garlic cloves, roughly chopped",
2237,"thumb-sized piece ginger, chopped",
2237,"2 green chillies, chopped (leave seeds in if you like it hot)",
2237,"small bunch coriander, leaves picked, stalks roughly chopped",
2237,"3 tbsp ghee, or vegetable oil",
2237,"2 onions, sliced",
2237,"2 tsp each turmeric, garam masala and ground cumin",
2237,1 tsp ground fenugreek,
2237,"4 chicken breasts, cut into 2½ cm cubes",
2237,4 cloves,
2237,"12 cardamom pods, seeds removed",
2237,1 cinnamon stick,
2237,400g can tomato,
2237,150ml pot yogurt,
2237,50ml double cream,
2237,"chapatis and rice, to serve",
2238,"1kg potatoes, chopped",
2238,3 tsp paprika (use smoked paprika if you have it),
2238,2 tsp olive oil,
2238,"2 onions, sliced",
2238,"2 garlic cloves, crushed",
2238,2 x 400g cans chopped tomatoes,
2238,"300g cooked chicken, shredded",
2238,"140g roasted pepper from a jar, sliced (we like Karyatis)",
2238,"handful Kalamata olives, halved",
2239,100g dripping or butter,
2239,"900g stewing lamb, cut into large chunks",
2239,"3 lamb kidneys, sliced, fat removed",
2239,"2 medium onions, chopped",
2239,"4 carrots, peeled and sliced",
2239,25g plain flour,
2239,2 tsp Worcestershire sauce,
2239,500ml lamb or chicken stock,
2239,2 bay leaves,
2239,"900g potato, peeled and sliced",
2240,2 tbsp olive oil,
2240,"1 courgette, finely diced",
2240,"2 garlic cloves, chopped",
2240,"400g can cannellini bean, drained",
2240,juice ½ lemon,
2240,170g pot 2% Greek yogurt,
2240,2 tbsp chopped mint,
2240,8 pitta breads,
2240,2 tbsp olive oil,
2240,flaky salt,
2241,50g plain flour,
2241,2 eggs,
2241,50ml milk,
2241,"1 courgette, grated",
2241,1 tbsp oil,
2241,"sweet chilli sauce, to serve",
2242,6 large sweet potatoes (about 1½ kg/3lb 5oz),
2242,"2 tsp oil, plus extra for the trays",
2242,"2 red onions, finely chopped",
2242,"2 red chillies, finely chopped (deseeded if you like)",
2242,1 tbsp ground cumin,
2242,1 tbsp ground coriander,
2242,"340g can sweetcorn, drained",
2242,"small bunch coriander, chopped",
2242,200g polenta,
2242,"buns, salsa, onion and salad leaves, to serve",
2243,200g caster sugar,
2243,200g softened butter,
2243,"4 eggs, beaten",
2243,200g self-raising flour,
2243,1 tsp baking powder,
2243,2 tbsp milk,
2243,"100g butter, softened",
2243,"140g icing sugar, sifted",
2243,drop vanilla extract (optional),
2243,half a 340g jar good-quality strawberry jam (we used Tiptree Little Scarlet),
2243,"icing sugar, to decorate",
2244,1 cooked salmon fillet (about 100g),
2244,200g reduced-fat soft cheese,
2244,zest and juice ½ lemon,
2244,2 tbsp snipped chive,
2244,"4 multiseed bagels, split in half",
2244,4 small handfuls watercress,
2245,7 sheets leaf gelatine,
2245,"500g strawberry, plus a few extra small ones, halved, to serve",
2245,100ml milk,
2245,250g tub ricotta,
2245,140g caster sugar,
2245,300ml double cream,
2245,"200g bag pink and white marshmallow, snipped into quarters or use mini ones",
2245,"icing sugar, for dusting",
2245,"175g cold butter, chopped",
2245,200g plain flour,
2245,85g caster sugar,
2245,"little sunflower oil, for the tin",
2246,400g turkey mince,
2246,1 tsp Worcestershire sauce,
2246,85g fresh breadcrumb,
2246,1 tbsp chopped coriander,
2246,"1 red onion, finely chopped",
2246,"1 large ripe avocado, or 2 small",
2246,"1 chilli, deseeded and finely chopped",
2246,juice 1 lime,
2246,"4 ciabatta rolls, cut in half",
2246,1 tsp sunflower oil,
2246,"8 hot peppadew peppers, roughly chopped",
2247,200g soba noodle,
2247,"100g sugar snap pea, halved lengthways",
2247,"1 red pepper, deseeded and thinly sliced",
2247,"½ cucumber, sliced or peeled into ribbons",
2247,"2 tsp sesame seed, toasted",
2247,2 tbsp tahini paste,
2247,2 tbsp soy sauce,
2247,2 tbsp rice vinegar,
2247,1 tbsp sugar,
2248,850g caster sugar,
2248,"500g firm ripe strawberries, hulled",
2248,½ bottle liquid pectin (Certo) or 1 sachet pectin crystals,
2248,juice of 1 medium lemon (about 3-4 tbsp),
2249,"1kg apricot, halved and stoned, larger halves halved again",
2249,750g preserving sugar,
2249,juice 1 lemon,
2249,1 tbsp orange blossom water,
2249,few knobs butter (optional),
2250,"400g beef skirt, excess fat trimmed, cut into small chunks",
2250,"140g potato, diced",
2250,"140g/5oz swede, diced",
2250,"100g/4oz onion, finely chopped",
2250,3 tbsp chopped parsley,
2250,1 tbsp Worcestershire sauce,
2250,"350g plain flour, plus extra for dusting",
2250,1¼ tsp baking powder,
2250,"85g cold butter, cut into small pieces",
2250,3 tbsp extra virgin rapeseed oil,
2250,"1 large egg, separated",
2251,"butter, for the tin",
2251,320g sheet chilled shortcrust pastry,
2251,400g gooseberry,
2251,3 tbsp elderflower cordial (optional),
2251,25g cornflour,
2251,140g caster sugar,
2251,200g soft butter,
2251,200g caster sugar,
2251,100g ground hazelnut,
2251,100g self-raising flour,
2251,1 tsp baking powder,
2251,"4 large eggs, beaten",
2251,"100g icing sugar, sifted",
2251,1 tbsp elderflower cordial or water,
2251,"50g toasted hazelnut, chopped",
2252,1 garlic bulb,
2252,thumb-size piece fresh root ginger,
2252,2 large onions,
2252,1kg Bramley apples,
2252,3 star anise,
2252,1 tsp cumin seed,
2252,1 cinnamon stick,
2252,500ml bottle cider vinegar,
2252,1 tbsp salt,
2252,1kg plums,
2252,450g golden caster sugar,
2252,4-5 sterilised jars,
2253,"140g butter, cut into cubes, plus extra for greasing",
2253,300g self-raising flour,
2253,1 tsp bicarbonate of soda,
2253,4 tsp ground ginger,
2253,2 tsp mixed spice,
2253,1 tsp ground cinnamon,
2253,140g dark muscovado sugar,
2253,140g black treacle,
2253,140g golden syrup,
2253,300ml whole milk,
2253,1 large egg,
2253,zest and juice 1 lemon,
2253,50g granulated sugar,
2253,50g preserving sugar or crushed sugar cubes,
2253,about ½ jar good lemon curd,
2253,"2 balls stem ginger, diced",
2253,4 tbsp syrup from the stem ginger jar,
2253,100g soft cheese,
2253,200ml double cream,
2253,"3 tbsp icing sugar, sieved",
2254,"225g butter, plus a little extra for greasing",
2254,"140g cooking apple, peeled, cored and chopped",
2254,"140g stoned date, chopped",
2254,280g light soft brown sugar,
2254,175g plain flour,
2254,1 tsp bicarbonate of soda,
2254,100g porridge oat,
2255,"1kg black grape with seeds, rinsed",
2255,300ml red wine,
2255,4 rosemary sprigs,
2255,pared zest and juice 1 lemon,
2255,500g jam sugar with pectin,
2256,25g sea salt flakes,
2256,2 tsp crushed black peppercorns,
2256,4 fresh bay leaves,
2256,1 tsp fresh thyme leaves plus 2-4 sprigs,
2256,2 large or 4 small ducks legs (550g/1lb 4oz total weight),
2256,340g can goose fat,
2256,300ml/½pint groundnut oil,
2256,generous knob of butter,
2256,"2 shallots, finely chopped",
2256,1 tsp plain flour,
2256,300g tub fresh chicken stock,
2256,2 tbsp madeira,
2256,"4 shallots, peeled and halved",
2256,"5 juniper berries, finely chopped",
2256,"400g red cabbage, finely shredded",
2256,2 tbsp red wine vinegar,
2256,juice of 1 small orange,
2256,25g large raisins,
2256,1 tbsp redcurrant jelly,
2257,140g shelled unsalted pistachio,
2257,100g caster sugar,
2257,"100g butter, diced",
2257,2 medium eggs,
2257,"3 tbsp plain flour, plus extra for dusting",
2257,500g pack puff pastry,
2257,"24 raspberries, defrosted if frozen",
2257,red edible glitter and gold spray to decorate (optional),
2258,1&frac12 tbsp olive oil,
2258,2 lamb shanks,
2258,"3 onions, sliced",
2258,"4 garlic cloves, sliced",
2258,½ cinnamon stick,
2258,"1 tbsp each cumin and coriander seeds, crushed",
2258,pinch of chilli flakes,
2258,400g can chopped tomatoes,
2258,500ml chicken or vegetable stock,
2258,2 tbsp pomegranate molasses,
2258,"4 dried apricots, chopped",
2258,"4 dried figs, chopped",
2258,"handful coriander, chopped",
2259,375g sheet ready-rolled sweet dessert pastry,
2259,"crème fraîche, to serve",
2259,"butter, for the baking tray",
2259,4 tbsp golden syrup,
2259,200g caster sugar,
2259,1 tbsp bicarbonate of soda,
2259,"300g dark chocolate, finely chopped",
2259,300ml double cream,
2259,3 large eggs,
2260,225ml milk,
2260,1 cinnamon stick,
2260,3 egg yolks,
2260,100g caster sugar,
2260,"1 tsp ground cinnamon, freshly ground if possible",
2260,450ml whipping or double cream,
2261,1 tbsp vegetable oil,
2261,"1 onion, finely chopped",
2261,"3 cardamom pods, bashed",
2261,2 tsp each ground cumin and coriander,
2261,½ tsp ground turmeric,
2261,"1 green chilli, deseeded (if desired) and finely chopped",
2261,"1 garlic clove, crushed",
2261,"thumb-size piece ginger, finely chopped",
2261,"800g mixed vegetable, such as carrots, cauliflower, potato and courgette, chopped",
2261,300-500ml hot vegetable stock,
2261,200g frozen peas,
2261,200ml yogurt,
2261,2 tbsp ground almonds (optional),
2261,½ small raw chicken breast per portion,
2261,"toasted flaked almonds, chopped coriander, basmati rice or naan bread",
2262,85g self-raising flour,
2262,¾ tsp ground mixed spice,
2262,140g shredded suet,
2262,85g fresh white breadcrumb,
2262,140g dark muscovado sugar,
2262,140g raisin,
2262,140g sultana,
2262,140g currant,
2262,"25g mixed candied peel, chopped",
2262,finely grated zest and juice of 1 small orange,
2262,finely grated zest and juice of 1 small lemon,
2262,"25g glacé cherry, chopped (optional)",
2262,"1 small carrot, grated",
2262,3 tbsp sweet stout (we used Mackeson),
2262,2 tsp black treacle,
2262,"brandy, to feed",
2263,225g mincemeat,
2263,225g plain flour,
2263,"100g butter, chilled and cubed roughly",
2263,3 tbsp light muscovado sugar,
2263,"satsuma, grated zest and juice of",
2263,2 tbsp flaked almond,
2263,1 tbsp stem ginger syrup,
2263,icing sugar for dusting,
2264,2 tbsp oil,
2264,"2 large onions, cut into wedges",
2264,"2 carrots, roughly chopped",
2264,"2 celery sticks, roughly chopped",
2264,"2 bay leaves, torn",
2264,2 tbsp flour,
2264,400ml red wine,
2264,400ml vegetable stock,
2264,2 tbsp mushroom ketchup,
2265,"250g stoned date, roughly chopped",
2265,100g raisin,
2265,150ml milk,
2265,150ml brandy or rum,
2265,"140g butter, softened, plus extra for greasing",
2265,50g soft brown sugar,
2265,2 large eggs,
2265,175g self-raising flour,
2265,1 tsp mixed spice,
2265,zest 1 orange,
2266,600ml double cream,
2266,400g Greek yoghurt,
2266,4 tbsp lemon curd,
2266,1 x 500g bag frozen mixed berries (we used Sainsbury's Black Forest fruits),
2266,4 tbsp icing sugar,
2266,2 tbsp cassis (optional),
2266,1 pinch cinnamon,
2266,8 meringue nests,
2267,600g smoked salmon slices,
2267,600g cream cheese,
2267,150ml double cream,
2267,"zest and juice 1 lemon, thin wedges to serve",
2267,"1 tbsp very finely chopped dill, plus a few fronds to serve",
2267,2 tbsp finely snipped chive,
2267,"a little oil, for greasing",
2267,"melba toast or toasted soda bread, to serve",
2268,"2 x 500g pieces skin-on organic salmon fillet, both cut from the centre of the fish. Ask your fishmonger to pin-bone it for you",
2268,75g flaky sea salt,
2268,75g golden caster sugar,
2268,"1 tsp black peppercorn, roughly crushed",
2268,zest of 1 lemon,
2268,"8 juniper berries, crushed (optional)",
2268,"small bunch (about 20g) dill, roughly chopped",
2268,2 tbsp gin (optional),
2268,"pumpernickel sauce, to serve",
2268,"small bunch (about 20g) dill, roughly chopped",
2268,"4 tbsp each Dijon mustard, cider vinegar, honey and sunflower oil",
2268,2 tbsp muscovado sugar,
2269,50g soft dried apricot,
2269,100g soft dried date,
2269,50g dried cherry,
2269,2 tsp coconut oil,
2269,1 tbsp toasted sesame seed,
2270,"500g waxy potato, such as Charlotte",
2270,knob of butter,
2270,"2 small onions, finely sliced",
2270,"1 red pepper, finely chopped",
2270,8-9 eggs,
2270,1 x 25g pack chives,
2274,"4 garlic cloves, chopped",
2274,2 tsp ground cinnamon,
2274,2 tsp ground cumin,
2274,1 tbsp dried oregano,
2274,"1 lemon, quartered, pips removed",
2274,1½ kg bone-in lamb shoulder joint,
2274,"2 red onions, cut into wedges",
2274,1l carton pomegranate juice,
2274,2 tbsp clear honey,
2274,250g natural yogurt,
2274,"100g tub pomegranate seeds, or seeds from 1 fresh pomegranate",
2274,"small handful mint leaves, chopped",
2275,600g natural (undyed) smoked haddock,
2275,500ml milk,
2275,1 tbsp olive oil,
2275,"150g lardons (diced bacon), or chopped streaky bacon",
2275,"2 sticks of celery, thinly sliced",
2275,"3 medium leeks, washed and sliced",
2275,2 bay leaves,
2275,"2 medium potatoes, peeled and diced into small cubes",
2275,500ml fish or chicken stock,
2275,"125g frozen sweetcorn, thawed",
2275,142ml carton single cream,
2275,2 tbsp roughly chopped fresh parsley,
2276,"175g plain flour, plus extra for rolling",
2276,"85g cold unsalted butter, cut into small pieces",
2276,1 tbsp caster sugar,
2276,2 egg yolks,
2276,100g caster sugar,
2276,140g butter,
2276,"2 eggs, beaten",
2276,140g ground almond,
2276,50g plain flour,
2276,"3 peaches, sliced",
2276,peach preserve or apricot jam,
2276,"crème fraîche, to serve",
2277,"about 2 kg veal bones, roughly chopped (get your butcher to do this)",
2277,"1 onion, chopped",
2277,"2 carrots, chopped",
2277,"2 sticks celery, chopped",
2277,2 bay leaves,
2277,2 big sprigs fresh thyme,
2277,small bunch parsley,
2277,1 tsp peppercorn,
2280,250g basmati rice,
2280,"3 heaped tbsp mild curry paste, such as korma",
2280,"1 onion, thinly sliced",
2280,400g can reduced-fat coconut milk,
2280,1 chicken stock cube,
2280,140g frozen fine green bean,
2280,"400g frozen coley, or other white fish, defrosted and chopped into fairly large chunks",
2280,"½ bunch spring onions, sliced",
2281,2 tbsp olive oil,
2281,"1 onion, sliced",
2281,"2 garlic cloves, crushed",
2281,1 tsp cumin seeds,
2281,1 tbsp paprika,
2281,"225g sweet potato, cubed",
2281,"1 red pepper, deseeded and chopped",
2281,"1 butternut squash (about 550g/1lb 4oz), peeled and chopped",
2281,400g can chopped tomato,
2281,200ml red wine,
2281,300ml vegetable stock,
2281,75g bulgur wheat,
2281,4 spoonfuls Greek yogurt,
2281,a little grated vegetarian cheddar cheese,
2282,"1 tbsp celery seeds, plus a few extra",
2282,500g pack bread dough,
2282,"200ml milk, plus a splash to glaze",
2282,"100g extra-mature cheddar, grated",
2282,"85g English Brie or camembert, diced",
2282,"1 small apple, cored and diced into small chunks",
2282,"2 spring onions, finely chopped",
2282,1 tbsp poppy seed,
2282,"plain flour, for dusting",
2282,"pickle, to serve",
2284,"500g rump steak, sliced into thin strips",
2284,2 tbsp soy sauce,
2284,large pinch five-spice powder,
2284,2 tbsp shaoxing rice wine or dry sherry,
2284,"1 red chilli, sliced into thin rings",
2284,2 tbsp cornflour,
2284,3 tbsp sunflower oil,
2284,"2 peppers, seeded and cut into uneven chunks",
2284,"150g tenderstem broccoli, trimmed into finger length pieces",
2284,200ml chicken stock,
2284,2 tbsp oyster sauce,
2284,"rice or noodles, to serve",
2285,4 ripe bananas,
2285,500ml Provamel Yofu soya yogurt,
2285,50g golden caster sugar,
2285,"small handful pecan pieces, toasted and broken, to serve",
2285,50g/2oz dairy-free spread (such as Pure of Vitaquell),
2285,100g light muscovado sugar,
2285,2 tbsp maple syrup,
2285,8 tbsp Provamel Soya Dream soya cream,
2727,"1 tbsp vegetable oil, plus extra for the tray",
2727,2 skinless chicken breasts,
2727,4 rashers smoked back bacon,
2727,"1 red onion, sliced",
2727,"½ pack runner beans, ends trimmed",
2727,"2 carrots, peeled and sliced",
2727,50ml sticky BBQ sauce,
2727,25g grated parmesan,
2727,"4 potatoes, peeled and chopped",
2727,100ml milk,
2727,2 tbsp cream cheese,
2762,200g plain flour,
2762,1 tbsp baking powder,
2762,pinch of salt,
2762,1 tbsp caster sugar,
2762,1 tsp ground cinnamon,
2762,1 large egg,
2762,300ml milk,
2762,"vegetable oil, to fry",
2967,"225g butter, softened",
2967,110g caster sugar,
2967,275g plain flour,
2967,1 tsp cinnamon or other spices (optional),
2967,75g white or milk chocolate chips (optional),
3001,200g digestive biscuits (Rich Tea can also be used),
3001,135g butter or margarine,
3001,200g dark chocolate (70% cocoa works best),
3001,2-3 tbsp golden syrup,
3001,100g mini marshmallows (chopped regular marshmallows work too),
3001,"icing sugar, to dust",
3001,"raisins, dried cranberries or any dried fruit",
3001,nuts,
3001,popcorn,
3001,"honeycomb, broken into pieces",
3375,2 tsp olive oil,
3375,"2 shallots, finely chopped",
3375,175ml port,
3375,175ml red wine,
3375,1 rosemary sprig,
3375,1 bay leaf,
3375,800ml beef stock,
3375,2 tbsp butter,
3375,pinch sugar,
3807,1 tbsp vegetable oil,
3807,"1 onion, finely chopped",
3807,"2 garlic cloves, crushed",
3807,1 potato (about 150g) finely diced,
3807,1 carrot (about 100g) finely diced,
3807,100g frozen peas,
3807,2 tsp curry powder or your own spices according to taste,
3807,100ml vegetable stock,
3807,225g plain flour,
3807,2 tsp sea salt,
3807,2 tbsp vegetable oil,
3807,2l vegetable oil to deep fry,
3822,"3 medium onions, 2 finely chopped, 1 roughly chopped",
3822,100ml vegetable oil,
3822,1 tbsp ginger and garlic purée,
3822,1 tbsp mild curry powder,
3822,1 tsp turmeric,
3822,1 tsp chilli powder,
3822,"800g chicken thighs, diced",
3822,100ml natural yogurt,
3822,4 tbsp tomato purée,
3822,2 tsp garam masala,
3873,4 tbsp vegetable oil,
3873,½ tsp flaked cinnamon stick,
3873,½ tsp chilli flakes,
3873,½ tsp cayenne pepper,
3873,"1 onion, finely chopped",
3873,½ tsp salt,
3873,"coriander leaves, crispy onions and warmed flatbreads, to serve (optional)",
3873,1 tbsp lemon juice,
3873,"4 boneless, skinless chicken breasts, diced",
3873,2 tbsp white wine vinegar,
3873,"2-3 garlic cloves, crushed",
3873,2 tsp finely grated ginger,
3873,1 tsp garam masala,
3873,1 tsp ground cumin,
3873,1 tsp ground coriander,
3873,½ tsp cayenne pepper,
3873,½ tsp black mustard seeds,
4219,"2 large chicken breasts, finely sliced",
4219,"1 red onion, finely sliced",
4219,"1 red pepper, sliced",
4219,"1 red chilli, finely sliced (optional)",
4219,1 heaped tbsp smoked paprika,
4219,1 tbsp ground coriander,
4219,pinch of ground cumin,
4219,"2 medium garlic cloves, crushed",
4219,4 tbsp olive oil,
4219,"1 lime, juiced",
4219,4-5 drops Tabasco,
4219,6 medium tortillas,
4219,bag mixed salad,
4219,230g tub fresh salsa,
4600,"150g dairy-free spread, plus extra for the tins",
4600,"300ml dairy-free milk, we used oat milk",
4600,1 tbsp cider vinegar,
4600,"1 vanilla pod, seeds scraped",
4600,300g self-raising flour,
4600,200g golden caster sugar,
4600,1 tsp bicarbonate of soda,
4600,100g dairy-free spread,
4600,"200g icing sugar, plus extra for dusting",
4600,"4 tbsp jam, we used strawberry",
4787,300ml whole milk,
4787,350g caster sugar,
4787,100g unsalted butter,
4787,1 tsp vanilla extract,
4844,"225g self-raising flour, plus extra for dusting",
4844,pinch of salt,
4844,pinch cayenne pepper,
4844,1 tsp baking powder,
4844,"55g chilled butter, cut into cubes",
4844,"120g mature cheddar, grated",
4844,"90-100ml milk, plus 1 tbsp for glazing",
4934,"225g plain flour, plus extra for dusting",
4934,½ tsp salt,
4934,2 tsp bicarbonate of soda,
4934,1 heaped tsp ground ginger,
4934,½ tsp cinnamon,
4934,50g unsalted butter,
4934,100g soft brown sugar,
4934,100g golden syrup,
5317,6 tbsp mayonnaise,
5317,"2-3 tsp mild curry powder, to taste",
5317,½ tsp ground cinnamon,
5317,2 tbsp mango chutney,
5317,"1-3 tbsp sultanas, or to taste",
5317,500g shredded cooked chicken,
5325,2 ½ tsp dried yeast,
5325,warm 240ml milk,
5325,"2 tbsp unsalted butter, melted",
5325,2 tsp sea salt,
5325,2 tsp caster sugar,
5325,470g plain flour,
5325,½ tsp baking powder dissolved in 60ml warm water,
5325,"vegetable oil, to grease",
5325,"butter or cheese, to serve",
5578,110g digestive biscuits,
5578,50g butter,
5578,25g light soft brown sugar,
5578,350g mascarpone cheese,
5578,75g caster sugar,
5578,"1 lemon, zested",
5578,"2-3 lemons, juiced (you need about 90ml)",
5698,"½ small red onion, finely chopped",
5698,"8 medium tomatoes (about 500g), coarsely chopped and drained",
5698,"2-3 garlic cloves, crushed",
5698,"6-8 leaves of fresh basil, finely chopped",
5698,30ml balsamic vinegar,
5698,60-80ml extra virgin olive oil,
5698,1 loaf crusty bread,
5793,4 tbsp warm milk,
5793,2 x 7g sachets fast-action dried yeast,
5793,100g caster sugar,
5793,"250g butter, softened",
5793,"5 medium eggs, lightly beaten",
5793,2 tsp vanilla extract,
5793,grated zest of 1 lemon,
5793,grated zest of 1 orange,
5793,"500g strong white bread flour, plus extra for dusting",
5793,80g raisins,
5793,80g sultanas,
5793,3 tbsp dark rum,
5793,"100g good-quality candied lemon and orange peel, finely chopped",
5793,"30g whole blanched almonds, roughly chopped",
5793,1 tbsp caster sugar,
5793,1 tbsp egg white,
5793,1 tbsp icing sugar,
6407,4 tbsp olive oil,
6407,"700g stewing steak, cut into chunks",
6407,30g plain flour,
6407,"1 large onion, thinly sliced",
6407,"2 garlic cloves, finely chopped",
6407,"1 green pepper, deseeded and thinly sliced",
6407,"1 red pepper, deseeded and thinly sliced",
6407,2 tbsp tomato purée,
6407,2 tbsp paprika,
6407,"2 large tomatoes, diced",
6407,75ml dry white wine,
